im	marker	bGood	iLG	chr	coorGenet	startCtgOnChr	indexOnPath
905	NODE_543_length_55428_cov_2.66705_B0_start50924	True	15	chr2	291.425364061	16016460	168
906	NODE_6945_length_9420_cov_2.37496_B0_start564,2606,4058	True	15	chr2	291.425364061	16072200	-1
907	NODE_1819_length_30893_cov_2.62593_B0_start7955	True	15	chr2	292.615896495	16116720	-1
908	NODE_2614_length_24320_cov_2.82523_B0_start17063,17063	True	15	chr2	292.615896495	16147920	169
909	NODE_1928_length_29914_cov_2.43829_B0_start2392	True	15	chr2	293.646860856	16265220	170
910	NODE_1294_length_37654_cov_2.71189_B0_start30325,32312,32315,34578	True	15	chr2	295.62731776	16318560	171
911	NODE_8799_length_6461_cov_2.78952_B0_start5670,5765	True	15	chr2	295.62731776	16356540	172
912	NODE_1727_length_31874_cov_2.6527_B1_start25291,25291	True	15	chr2	296.563665306	16366200	-1
913	NODE_1727_length_31874_cov_2.6527_B0_start6736,7458	True	15	chr2	297.406886836	16366200	-1
914	NODE_1016_length_42032_cov_2.79393_B0_start2903,2916,17387,17447,23711,23841,24128,28077	True	15	chr2	296.599649089	16398420	-1
915	NODE_3203_length_21276_cov_2.74888_B0_start2900	True	15	chr2	299.137530694	16460340	173
916	NODE_4323_length_16597_cov_2.81972_B0_start6387	True	15	chr2	299.137530694	16481940	-1
917	NODE_613_length_52298_cov_2.76257_B0_start3082,3105,9707,24051,24051	True	15	chr2	300.45339611	16513680	-1
918	NODE_1412_length_36139_cov_2.7929_B0_start21613	True	15	chr2	300.45339611	16566300	174
919	NODE_1637_length_32852_cov_2.38559_B0_start14885,14885	True	15	chr2	301.73551764	16606560	175
920	NODE_60_length_109054_cov_3.12215_B0_start87915	True	15	chr2	302.24200927	16639740	-1
921	NODE_441_length_61219_cov_2.85405_B0_start38889,38962	True	15	chr2	303.841091908	16749120	176
922	NODE_441_length_61219_cov_2.85405_B1_start54720	True	15	chr2	304.882796253	16749120	177
923	NODE_5080_length_13831_cov_2.69456_B0_start383	True	15	chr2	306.375444411	16810680	178
924	NODE_113_length_91649_cov_2.67759_B2_start61583,61583,61583	True	15	chr2	307.846138671	16824840	179
925	NODE_113_length_91649_cov_2.67759_B1_start60358	True	15	chr2	308.817042964	16824840	180
926	NODE_113_length_91649_cov_2.67759_B0_start19165	True	15	chr2	309.869713424	16824840	181
927	NODE_17_length_163747_cov_2.73755_B2_start153388,153388	True	15	chr2	311.890190341	16936740	182
928	NODE_498_length_58280_cov_2.76771_B0_start4655,4666	True	15	chr2	311.890190341	17100840	-1
929	NODE_2511_length_25145_cov_2.74706_B0_start5039	True	15	chr2	311.890190341	17159460	-1
930	NODE_4445_length_16166_cov_2.83463_B1_start5927	True	15	chr2	311.890190341	17184960	-1
931	NODE_4482_length_16030_cov_2.86138___1849	False	15	chr2	311.890190341	17201460	-1
932	NODE_4252_length_16863_cov_2.91374_B0_start15743	True	15	chr2	312.387373431	17253660	-1
933	NODE_1050_length_41619_cov_2.71356_B0_start1869,1890,1931,1984,10105,20114,23044	True	15	chr2	312.387719267	17270880	-1
934	NODE_6832_length_9683_cov_2.64979_B0_start5132	True	15	chr2	312.387719267	17312820	-1
935	NODE_386_length_64080_cov_2.44552_B0_start31080	True	15	chr2	312.390207068	17322840	-1
936	NODE_671_length_49905_cov_2.97933_B0_start38516,47648	True	15	chr2	312.390207068	17387220	-1
937	NODE_278_length_72733_cov_2.88833_B0_start4098,4131	True	15	chr2	312.400412161	17437440	-1
938	NODE_104_length_93066_cov_2.84755_B0_start4146	True	15	chr2	312.954060263	17511600	183
939	NODE_1602_length_33406_cov_2.38801_B0_start19866,20939	True	15	chr2	312.954060263	17605020	-1
940	NODE_1602_length_33406_cov_2.38801_B1_start28319,28319	True	15	chr2	315.104929517	17605020	184
941	NODE_4281_length_16772_cov_2.15214_B0_start10012,10012,10012	True	15	chr2	312.954060263	17638740	-1
942	NODE_105_length_92763_cov_2.69544_B2_start91125,91128	True	15	chr2	315.104929517	17684640	-1
943	NODE_105_length_92763_cov_2.69544_B1_start47918	True	15	chr2	316.115064883	17684640	185
944	NODE_105_length_92763_cov_2.69544_B0_start45451,45451	True	15	chr2	317.146029243	17684640	186
945	NODE_3620_length_19401_cov_2.70464___2366	False	15	chr2	315.104929517	17777760	-1
946	NODE_3381_length_20471_cov_2.62542_B0_start2073	True	15	chr2	323.749015344	18000120	187
947	NODE_9716_length_5374_cov_2.57627_B0_start226,339	True	15	chr2	325.769492261	18059820	188
948	NODE_1283_length_37793_cov_2.40895_B0_start36781	True	15	chr2	327.674484572	18067560	189
949	NODE_111_length_91967_cov_2.73925___77783	False	15	chr2	334.135071146	18200640	-1
950	NODE_111_length_91967_cov_2.73925___77783	False	15	chr2	334.135071146	18200640	-1
951	NODE_121_length_90874_cov_2.42157_B1_start62856	True	15	chr2	334.135071146	18292920	-1
952	NODE_152_length_85155_cov_2.28584_B0_start47699	True	15	chr2	334.135071146	18384120	192
953	NODE_923_length_43883_cov_2.32596_B0_start30084	True	15	chr2	334.135071146	18469620	-1
954	NODE_1750_length_31630_cov_2.7207___30908	False	15	chr2	334.135071146	18513840	-1
955	NODE_2366_length_26267_cov_2.49476___19155	False	15	chr2	334.135071146	18575400	-1
956	NODE_2526_length_25025_cov_2.43205___18723	False	15	chr2	334.135071146	18601980	-1
957	NODE_2526_length_25025_cov_2.43205___22186	False	15	chr2	334.135071146	18601980	-1
958	NODE_2526_length_25025_cov_2.43205___22186	False	15	chr2	334.135071146	18601980	-1
959	NODE_2701_length_23844_cov_2.31559_B0_start15742,15742,15747,15747	True	15	chr2	334.135071146	18627360	190
960	NODE_3194_length_21320_cov_2.17635___2590	False	15	chr2	334.135071146	18651540	-1
961	NODE_3354_length_20604_cov_2.56823_B0_start17901	True	15	chr2	334.135071146	18673200	191
962	NODE_3570_length_19598_cov_2.64657___4764	False	15	chr2	334.135071146	18694140	-1
963	NODE_3570_length_19598_cov_2.64657___18798	False	15	chr2	334.135071146	18694140	-1
964	NODE_7795_length_7898_cov_2.2117___7347	False	15	chr2	334.135071146	18728520	-1
965	NODE_7867_length_7780_cov_2.17043___1971	False	15	chr2	334.135071146	18736740	-1
966	NODE_9328_length_5819_cov_2.31794___3162	False	15	chr2	334.135071146	18758580	-1
967	NODE_9328_length_5819_cov_2.31794___3163	False	15	chr2	334.135071146	18758580	-1
968	NODE_421_length_62467_cov_2.55494_B0_start1083,4149,4180	True	15	chr2	335.003749351	18777480	-1
969	NODE_6326_length_10684_cov_1.902_B0_start6601	True	15	chr2	335.146985661	18849180	-1
970	NODE_1393_length_36368_cov_2.49789_B0_start6190,6203,10959,10985	True	15	chr2	340.393228294	19025040	193
971	NODE_1994_length_29270_cov_2.47387___18817	False	15	chr2	340.393228294	19061760	-1
972	NODE_2187_length_27763_cov_2.68821___21204	False	15	chr2	340.393228294	19091340	-1
973	NODE_2520_length_25082_cov_2.58223_B0_start3084	True	15	chr2	340.393228294	19119420	-1
974	NODE_1977_length_29396_cov_2.59874_B0_start7985,8170	True	15	chr2	341.424192654	19175160	194
975	NODE_1977_length_29396_cov_2.59874_B1_start13583,13583,13622,13629	True	15	chr2	341.424192654	19175160	-1
976	NODE_2676_length_23998_cov_2.41537_B0_start20913,20987	True	15	chr2	341.424192654	19204860	195
977	NODE_659_length_50546_cov_2.5535_B3_start46182	True	10	chr3	-1.00003333533	0	-1
978	NODE_3215_length_21213_cov_2.98487_B0_start1882,1882,1920,1920,1920,1952,4376	True	10	chr3	-0.970904292855	50880	-1
979	NODE_124_length_90438_cov_2.54667_B2_start69996,70078,70078,74922,74922	True	10	chr3	0	154500	1
980	NODE_124_length_90438_cov_2.54667_B1_start45862,45948,45972	True	10	chr3	1.01013536588	154500	3
981	NODE_368_length_65562_cov_2.50717_B2_start46963,46963	True	10	chr3	0.0	245280	-1
982	NODE_1039_length_41766_cov_2.55572_B0_start7209,7209	True	10	chr3	0	311160	2
983	NODE_1582_length_33612_cov_2.81794_B0_start12128	True	10	chr3	0.0	353280	-1
984	NODE_8366_length_7058_cov_2.99625___4273	False	10	chr3	0	387240	-1
985	NODE_3757_length_18860_cov_2.77963_B0_start6606,6606,9964,10033,10033	True	10	chr3	1.01013536588	416160	-1
986	NODE_5126_length_13726_cov_2.74248_B0_start11066	True	10	chr3	1.01013536588	435360	-1
987	NODE_1299_length_37567_cov_2.87202_B0_start12763,12929,12982,13678	True	10	chr3	3.95216036702	626460	4
988	NODE_1522_length_34455_cov_2.19265_B0_start12004,12004,15131,20769	True	10	chr3	3.95216036702	664380	-1
989	NODE_2999_length_22232_cov_2.30802___22131	False	10	chr3	3.95216036702	699180	-1
990	NODE_4104_length_17522_cov_2.15846___2849	False	10	chr3	6.83757624805	795840	-1
991	NODE_4104_length_17522_cov_2.15846___2878	False	10	chr3	6.83757624805	795840	-1
992	NODE_4332_length_16561_cov_2.16614_B0_start9321	True	10	chr3	6.83757624805	813720	5
993	NODE_8823_length_6434_cov_2.42767_B0_start3851,6039,6039,6229,6229,6229	True	10	chr3	7.77218289866	915000	6
994	NODE_650_length_50993_cov_2.33996_B0_start3489,3812,3812	True	10	chr3	8.73375099506	929400	7
995	NODE_1746_length_31660_cov_2.51736_B0_start22921	True	10	chr3	9.72388235987	1029960	-1
996	NODE_1859_length_30532_cov_2.82028_B1_start12997	True	10	chr3	9.72388235987	1061940	8
997	NODE_1859_length_30532_cov_2.82028_B0_start3600	True	10	chr3	10.9585129894	1061940	-1
998	NODE_4420_length_16261_cov_2.93004_B0_start2456,14040	True	10	chr3	9.72388235987	1092780	-1
999	NODE_5293_length_13244_cov_2.51101_B0_start10686,10724	True	10	chr3	10.9585129894	1148640	9
1000	NODE_8625_length_6689_cov_2.8579_B0_start2324	True	10	chr3	10.9585129894	1162200	-1
1001	NODE_848_length_45481_cov_2.35218_B0_start43497	True	10	chr3	12.2919253435	1169220	-1
1002	NODE_1042_length_41718_cov_2.35355_B0_start10038	True	10	chr3	12.2919253435	1215060	-1
1003	NODE_8690_length_6604_cov_1.59821_B0_start5524,5526	True	10	chr3	12.2919253435	1288980	10
1004	NODE_2889_length_22807_cov_2.45525___16753	False	10	chr3	14.6179261252	1338360	-1
1005	NODE_2889_length_22807_cov_2.45525___16753	False	10	chr3	12.2919253435	1338360	-1
1006	NODE_2889_length_22807_cov_2.45525___17000	False	10	chr3	14.6179261252	1338360	-1
1007	NODE_3439_length_20144_cov_2.53434_B0_start3893,10486,10490	True	10	chr3	14.6179261252	1361520	11
1008	NODE_11748_length_3471_cov_2.4552_B0_start923	True	10	chr3	14.6179261252	1381980	-1
1009	NODE_3177_length_21417_cov_2.48311_B0_start1524,6175	True	10	chr3	15.2776650691	1385760	-1
1010	NODE_775_length_47327_cov_2.98699_B0_start8493	True	10	chr3	15.5888304181	1412280	-1
1011	NODE_1186_length_39289_cov_2.92593_B0_start88,88,13352,18812,25884	True	10	chr3	15.5888304181	1459920	12
1012	NODE_5751_length_12020_cov_2.41128_B0_start2333	True	10	chr3	15.5888304181	1499520	-1
1013	NODE_5757_length_12005_cov_2.47904_B0_start1440	True	10	chr3	15.5888304181	1511880	-1
1014	NODE_6187_length_10986_cov_2.36417_B0_start761,2704,2707	True	10	chr3	15.5888304181	1524240	-1
1015	NODE_6929_length_9454_cov_2.73411_B0_start236	True	10	chr3	15.5888304181	1535580	-1
1016	NODE_524_length_56414_cov_2.89574___5548	False	10	chr3	24.7049082578	1822320	-1
1017	NODE_8675_length_6627_cov_2.14729_B0_start3167,3401,3401	True	10	chr3	24.7049082578	1879080	13
1018	NODE_535_length_55780_cov_2.55132_B0_start8743,8743	True	10	chr3	26.6177315327	1963260	-1
1019	NODE_524_length_56414_cov_2.89574___24081	False	10	chr3	28.0769722976	2085420	-1
1020	NODE_2066_length_28804_cov_2.77801_B0_start26871	True	10	chr3	28.0769722976	2207220	-1
1021	NODE_3016_length_22168_cov_2.56435_B0_start3660,15760	True	10	chr3	28.0769722976	2236380	-1
1022	NODE_3883_length_18390_cov_2.53939_B0_start5697	True	10	chr3	28.0769722976	2278800	-1
1023	NODE_3901_length_18337_cov_2.36434_B0_start12497	True	10	chr3	28.0769722976	2297520	-1
1024	NODE_5812_length_11866_cov_2.27327_B0_start2956,3314	True	10	chr3	28.0769722976	2316180	-1
1025	NODE_6262_length_10822_cov_2.36471_B0_start1236	True	10	chr3	28.0769722976	2328360	14
1026	NODE_11348_length_3790_cov_2.69621_B0_start379,391,1458	True	10	chr3	28.0769722976	2354760	15
1027	NODE_2817_length_23192_cov_2.25658_B0_start12037,12037	True	10	chr3	29.1408422199	2439060	16
1028	NODE_4516_length_15912_cov_2.86535_B0_start10680	True	10	chr3	29.1408422199	2462580	-1
1029	NODE_4769_length_14956_cov_3.26266_B0_start3334	True	10	chr3	29.1408422199	2478840	-1
1030	NODE_2190_length_27750_cov_2.46639_B0_start25466,25466,25511,25511	True	10	chr3	30.2397875559	2507280	17
1031	NODE_9197_length_5993_cov_2.64957_B0_start4556	True	10	chr3	34.3658387403	2678220	18
1032	NODE_11237_length_3882_cov_1.87044___3538	False	10	chr3	34.3658387403	2684520	-1
1033	NODE_11237_length_3882_cov_1.87044___3538	False	10	chr3	34.3658387403	2684520	-1
1034	NODE_5380_length_13012_cov_2.52719_B0_start7628,7630	True	10	chr3	36.346295645	2720880	19
1035	NODE_628_length_51730_cov_2.60246_B0_start35584,35584,35744,48345,48382	True	10	chr3	38.3267525498	2734200	-1
1036	NODE_4726_length_15129_cov_2.47308_B0_start196,8350,8580,8580	True	10	chr3	38.3267525498	2786280	20
1037	NODE_6780_length_9767_cov_2.41041_B0_start3580	True	10	chr3	38.3267525498	2801760	21
1038	NODE_1372_length_36645_cov_2.46818_B0_start13031	True	10	chr3	39.8420200245	2829900	22
1039	NODE_1936_length_29836_cov_2.66136_B0_start20833,20834,28620	True	10	chr3	41.8422867552	2974380	23
1040	NODE_7470_length_8522_cov_2.53328_B1_start8347,8351	True	10	chr3	41.8422867552	3004560	-1
1041	NODE_7470_length_8522_cov_2.53328_B0_start1300,1605,1687	True	10	chr3	42.9786993091	3004560	24
1042	NODE_17309_length_1469_cov_2.24814___586	False	10	chr3	42.9786993091	3060240	-1
1043	NODE_10095_length_4960_cov_1.89394_B0_start716,887	True	10	chr3	44.4175352997	3168720	-1
1044	NODE_2327_length_26556_cov_2.28775_B0_start20343	True	10	chr3	45.2012874376	3235260	25
1045	NODE_6489_length_10382_cov_2.43571___9715	False	10	chr3	45.2012874376	3284220	-1
1046	NODE_6489_length_10382_cov_2.43571___9715	False	10	chr3	45.2012874376	3284220	-1
1047	NODE_8997_length_6226_cov_2.76421___6067	False	10	chr3	45.2012874376	3304560	-1
1048	NODE_9526_length_5609_cov_2.75793___3494	False	10	chr3	45.2012874376	3311100	-1
1049	NODE_9526_length_5609_cov_2.75793___3494	False	10	chr3	45.2012874376	3311100	-1
1050	NODE_9526_length_5609_cov_2.75793___3494	False	10	chr3	45.2012874376	3311100	-1
1051	NODE_12181_length_3163_cov_2.20296___2141	False	10	chr3	45.2012874376	3317040	-1
1052	NODE_12181_length_3163_cov_2.20296___2142	False	10	chr3	45.2012874376	3317040	-1
1053	NODE_7377_length_8675_cov_2.62477_B0_start4610	True	10	chr3	46.5513405578	3354960	-1
1054	NODE_610_length_52452_cov_2.21399_B0_start36976	True	10	chr3	47.4238755662	3430260	26
1055	NODE_8978_length_6253_cov_1.80734_B0_start5664	True	10	chr3	47.4238755662	3483060	-1
1056	NODE_3825_length_18587_cov_2.85946_B0_start4523,4523,7498	True	10	chr3	49.8633837747	3489660	27
1057	NODE_3097_length_21786_cov_1.95882_B0_start19058	True	10	chr3	52.9894016237	3551940	28
1058	NODE_5411_length_12931_cov_2.18885___8628	False	10	chr3	56.7647792491	3618540	-1
1059	NODE_5411_length_12931_cov_2.18885___8628	False	10	chr3	56.7647792491	3618540	-1
1060	NODE_10848_length_4215_cov_1.80352_B0_start989	True	10	chr3	56.7647792491	3631800	-1
1061	NODE_10969_length_4108_cov_2.46148_B0_start3821	True	10	chr3	56.7647792491	3636360	29
1062	NODE_9074_length_6139_cov_2.12001_B0_start1340	True	10	chr3	61.5210960828	3739680	-1
1063	NODE_970_length_43001_cov_2.58216___39779	False	10	chr3	62.4312135145	3746160	-1
1064	NODE_4324_length_16581_cov_2.7507_B0_start5693,5883,5893	True	10	chr3	62.4312135145	3789480	30
1065	NODE_4811_length_14796_cov_2.49376_B0_start403	True	10	chr3	62.4312135145	3806400	-1
1066	NODE_3803_length_18659_cov_2.58956_B0_start14859,14859,14975	True	10	chr3	65.402384538	3857460	31
1067	NODE_3933_length_18163_cov_2.74983_B0_start2515	True	10	chr3	65.402384538	3876420	-1
1068	NODE_1444_length_35578_cov_2.71835_B0_start31668,31735	True	10	chr3	66.7272493732	4085520	-1
1069	NODE_3627_length_19363_cov_1.93612_B0_start15480,15480,15513,15513	True	10	chr3	66.7994897544	4143780	-1
1070	NODE_140_length_87486_cov_2.68732_B1_start53010,53032,63557	True	10	chr3	67.3256985794	4163460	-1
1071	NODE_501_length_57962_cov_2.48063_B0_start22014	True	10	chr3	67.3256985794	4251300	-1
1072	NODE_706_length_48818_cov_2.87171_B1_start43770,43770,43821	True	10	chr3	67.3256985794	4309620	-1
1073	NODE_882_length_44744_cov_2.43854_B0_start10597	True	10	chr3	67.3256985794	4358760	-1
1074	NODE_1656_length_32657_cov_2.98641_B0_start5936,28325,28325	True	10	chr3	67.3256985794	4447140	-1
1075	NODE_1680_length_32416_cov_2.81804___9558	False	10	chr3	67.3256985794	4480140	-1
1076	NODE_1736_length_31773_cov_2.64449___10241	False	10	chr3	67.3256985794	4512900	-1
1077	NODE_1736_length_31773_cov_2.64449___10325	False	10	chr3	67.3256985794	4512900	-1
1078	NODE_1758_length_31557_cov_2.70204_B0_start30215,30230	True	10	chr3	67.3256985794	4545000	-1
1079	NODE_1759_length_31546_cov_1.98514_B0_start14756,18470,18697,19308	True	10	chr3	67.3256985794	4576860	-1
1080	NODE_1970_length_29486_cov_2.80727___4418	False	10	chr3	67.3256985794	4608720	-1
1081	NODE_1970_length_29486_cov_2.80727___4477	False	10	chr3	67.3256985794	4608720	-1
1082	NODE_1970_length_29486_cov_2.80727___10912	False	10	chr3	67.3256985794	4608720	-1
1083	NODE_1970_length_29486_cov_2.80727___10912	False	10	chr3	67.3256985794	4608720	-1
1084	NODE_1970_length_29486_cov_2.80727___14507	False	10	chr3	67.3256985794	4608720	-1
1085	NODE_1972_length_29452_cov_2.34386___24333	False	10	chr3	67.3256985794	4638540	-1
1086	NODE_1980_length_29380_cov_2.97799_B0_start24526,24882,24882	True	10	chr3	67.3256985794	4668300	-1
1087	NODE_2124_length_28225_cov_2.19913___8130	False	10	chr3	67.3256985794	4698000	-1
1088	NODE_2124_length_28225_cov_2.19913___8130	False	10	chr3	67.3256985794	4698000	-1
1089	NODE_2150_length_28033_cov_2.52927___3829	False	10	chr3	67.3256985794	4726560	-1
1090	NODE_2150_length_28033_cov_2.52927___3862	False	10	chr3	67.3256985794	4726560	-1
1091	NODE_2183_length_27819_cov_2.63966___15272	False	10	chr3	67.3256985794	4754940	-1
1092	NODE_2183_length_27819_cov_2.63966___15361	False	10	chr3	67.3256985794	4754940	-1
1093	NODE_2183_length_27819_cov_2.63966___15413	False	10	chr3	67.3256985794	4754940	-1
1094	NODE_2183_length_27819_cov_2.63966___17721	False	10	chr3	67.3256985794	4754940	-1
1095	NODE_2183_length_27819_cov_2.63966___17765	False	10	chr3	67.3256985794	4754940	-1
1096	NODE_2256_length_27176_cov_2.95291_B0_start10113,12867	True	10	chr3	67.3256985794	4783080	-1
1097	NODE_2288_length_26895_cov_2.83042_B0_start2355,2355,2638,2639,10826,10853,22572	True	10	chr3	67.3256985794	4810560	-1
1098	NODE_2330_length_26525_cov_3.04212_B0_start1897,18363,18363,21350	True	10	chr3	67.3256985794	4837800	-1
1099	NODE_2582_length_24510_cov_2.96802_B0_start12903	True	10	chr3	67.3256985794	4864680	-1
1100	NODE_2703_length_23820_cov_3.35967_B0_start20379,20466,20501,22886,22988,23025,23184	True	10	chr3	67.3256985794	4889520	-1
1101	NODE_2810_length_23262_cov_2.8248_B0_start5491	True	10	chr3	67.3256985794	4913640	-1
1102	NODE_2840_length_23059_cov_3.06989_B0_start6477,6477,19070,19102	True	10	chr3	67.3256985794	4937220	-1
1103	NODE_2904_length_22714_cov_2.62543_B0_start21364,21364	True	10	chr3	67.3256985794	4960620	-1
1104	NODE_2980_length_22330_cov_2.8763_B0_start13612,13853	True	10	chr3	67.3256985794	4983660	-1
1105	NODE_2994_length_22272_cov_2.52444_B0_start1091,19812,19812,19812	True	10	chr3	67.3256985794	5006340	-1
1106	NODE_3071_length_21904_cov_2.83091_B0_start8214,8214,8454,8454	True	10	chr3	67.3256985794	5028960	-1
1107	NODE_3225_length_21183_cov_2.87759_B0_start12334,12431,12431,12491,12491	True	10	chr3	67.3256985794	5051220	-1
1108	NODE_3245_length_21107_cov_2.46669_B0_start9160,9232	True	10	chr3	67.3256985794	5072760	-1
1109	NODE_3262_length_20997_cov_3.58935_B0_start17813	True	10	chr3	67.3256985794	5115540	-1
1110	NODE_3291_length_20862_cov_2.60697_B0_start15754,15754,15773,15773	True	10	chr3	67.3256985794	5136840	-1
1111	NODE_3378_length_20490_cov_2.8094_B0_start1536,1557,1890,4376,4376,4470,4691,4693	True	10	chr3	67.3256985794	5158020	-1
1112	NODE_3506_length_19885_cov_2.25048_B0_start18380,18452	True	10	chr3	67.3256985794	5178840	-1
1113	NODE_3524_length_19802_cov_2.42268___7065	False	10	chr3	67.3256985794	5199060	-1
1114	NODE_3558_length_19637_cov_2.56493_B0_start10802,10802	True	10	chr3	67.3256985794	5219220	-1
1115	NODE_3611_length_19433_cov_2.89549___12952	False	10	chr3	67.3256985794	5239200	-1
1116	NODE_3618_length_19406_cov_3.30877_B0_start15166,15192	True	10	chr3	67.3256985794	5258940	-1
1117	NODE_3662_length_19218_cov_2.59277_B0_start8151,9752	True	10	chr3	67.3256985794	5278680	-1
1118	NODE_3740_length_18932_cov_2.92312_B0_start2989,4484,4484,4599,11359,13518	True	10	chr3	67.3256985794	5298240	-1
1119	NODE_3767_length_18857_cov_2.19872_B0_start13952	True	10	chr3	67.3256985794	5317500	-1
1120	NODE_3853_length_18485_cov_2.73581_B0_start2419	True	10	chr3	67.3256985794	5336700	-1
1121	NODE_3862_length_18458_cov_3.09463_B0_start8621,8621,8878,8878,8914,15181,15240	True	10	chr3	67.3256985794	5355540	-1
1122	NODE_3921_length_18247_cov_2.63187_B0_start1230,1339,1486,1553,10834	True	10	chr3	67.3256985794	5374320	-1
1123	NODE_3922_length_18245_cov_2.42666_B0_start1589	True	10	chr3	67.3256985794	5392920	-1
1124	NODE_3963_length_18062_cov_2.22805___15532	False	10	chr3	67.3256985794	5411520	-1
1125	NODE_4159_length_17263_cov_2.50513_B0_start4885,5056	True	10	chr3	67.3256985794	5429940	-1
1126	NODE_4272_length_16797_cov_2.82152_B0_start559,638,1564,1729,6407,6510,6510,9305,9467	True	10	chr3	67.3256985794	5447520	-1
1127	NODE_4283_length_16761_cov_2.81164___5988	False	10	chr3	67.3256985794	5464620	-1
1128	NODE_4283_length_16761_cov_2.81164___9444	False	10	chr3	67.3256985794	5464620	-1
1129	NODE_4521_length_15892_cov_2.06449_B0_start11641	True	10	chr3	67.3256985794	5481720	-1
1130	NODE_4589_length_15629_cov_2.88501_B0_start6063,6180	True	10	chr3	67.3256985794	5497920	-1
1131	NODE_4592_length_15613_cov_2.72615_B0_start8301,8302	True	10	chr3	67.3256985794	5513880	-1
1132	NODE_4643_length_15409_cov_2.47292_B0_start2730,3170,8348	True	10	chr3	67.3256985794	5529840	-1
1133	NODE_4680_length_15315_cov_3.7055_B0_start11198,12272,12317,12439	True	10	chr3	67.3256985794	5545560	-1
1134	NODE_4682_length_15311_cov_2.83698_B0_start10467	True	10	chr3	67.3256985794	5561220	-1
1135	NODE_4739_length_15079_cov_2.50127___1238	False	10	chr3	67.3256985794	5576880	-1
1136	NODE_4941_length_14337_cov_3.061_B0_start8142	True	10	chr3	67.3256985794	5592300	-1
1137	NODE_4968_length_14247_cov_2.51628_B0_start11837	True	10	chr3	67.3256985794	5606940	32
1138	NODE_4969_length_14240_cov_2.96657_B0_start248,342,3391,9427,9427	True	10	chr3	67.3256985794	5621520	-1
1139	NODE_5260_length_13352_cov_2.53133_B0_start10210,10229,10229	True	10	chr3	67.3256985794	5650560	-1
1140	NODE_5326_length_13169_cov_3.28369_B0_start2626,3290	True	10	chr3	67.3256985794	5664240	-1
1141	NODE_5393_length_12966_cov_3.16009_B0_start1028	True	10	chr3	67.3256985794	5677740	-1
1142	NODE_5456_length_12774_cov_2.702_B0_start3784,3784,6483,6693,6693	True	10	chr3	67.3256985794	5691060	-1
1143	NODE_5465_length_12746_cov_2.72067_B0_start2874,2935,7293,7391	True	10	chr3	67.3256985794	5704140	-1
1144	NODE_5501_length_12652_cov_2.34727_B0_start11836,11836	True	10	chr3	67.3256985794	5717220	-1
1145	NODE_5559_length_12495_cov_2.25251_B0_start2997,2997	True	10	chr3	67.3256985794	5730180	-1
1146	NODE_5708_length_12143_cov_3.65757_B0_start1402,2676,2879,2880	True	10	chr3	67.3256985794	5743020	-1
1147	NODE_6025_length_11370_cov_2.95545_B0_start3435,3435	True	10	chr3	67.3256985794	5767260	-1
1148	NODE_6078_length_11262_cov_2.14588_B0_start10371	True	10	chr3	67.3256985794	5778960	-1
1149	NODE_6091_length_11228_cov_2.60801___5361	False	10	chr3	67.3256985794	5790540	-1
1150	NODE_6091_length_11228_cov_2.60801___5474	False	10	chr3	67.3256985794	5790540	-1
1151	NODE_6091_length_11228_cov_2.60801___5676	False	10	chr3	67.3256985794	5790540	-1
1152	NODE_6544_length_10257_cov_2.61683_B0_start2099,2099	True	10	chr3	67.3256985794	5802120	-1
1153	NODE_6646_length_10067_cov_2.51388_B0_start1616,1616,1616,1625,1625,1625,8726,8726	True	10	chr3	67.3256985794	5812680	-1
1154	NODE_6652_length_10052_cov_2.96243_B0_start3569,3889,3889	True	10	chr3	67.3256985794	5823060	-1
1155	NODE_6956_length_9393_cov_2.93355_B0_start4378	True	10	chr3	67.3256985794	5833440	-1
1156	NODE_7674_length_8134_cov_2.27562_B0_start7151	True	10	chr3	67.3256985794	5843160	-1
1157	NODE_7736_length_8001_cov_2.62541___509	False	10	chr3	67.3256985794	5851620	-1
1158	NODE_8056_length_7493_cov_2.10054_B0_start6985	True	10	chr3	67.3256985794	5859960	-1
1159	NODE_8388_length_7019_cov_3.62326_B0_start1835,1845	True	10	chr3	67.3256985794	5867760	-1
1160	NODE_8469_length_6658_cov_2.56821_B0_start433,435	True	10	chr3	67.3256985794	5882400	-1
1161	NODE_8665_length_6646_cov_2.58286___4822	False	10	chr3	67.3256985794	5889360	-1
1162	NODE_8665_length_6646_cov_2.58286___4837	False	10	chr3	67.3256985794	5889360	-1
1163	NODE_8708_length_6582_cov_2.82908_B0_start3221	True	10	chr3	67.3256985794	5896320	-1
1164	NODE_8872_length_6386_cov_2.37777_B0_start3602,3602	True	10	chr3	67.3256985794	5903220	-1
1165	NODE_9122_length_6082_cov_2.37271___1725	False	10	chr3	67.3256985794	5916420	-1
1166	NODE_9473_length_5662_cov_2.81423_B0_start2638	True	10	chr3	67.3256985794	5929260	-1
1167	NODE_9502_length_5635_cov_2.32674_B0_start2152,2152,2233,2233	True	10	chr3	67.3256985794	5935260	-1
1168	NODE_9731_length_5357_cov_3.4102___4161	False	10	chr3	67.3256985794	5941200	-1
1169	NODE_9731_length_5357_cov_3.4102___4162	False	10	chr3	67.3256985794	5941200	-1
