id,marker_name,linkage_id,chr,genetic_coord
1694,"NODE_1212_length_39003_cov_2.67829_B0_start16083,16415,16449",7,chr4,155.599544973
1695,NODE_2658_length_24117_cov_2.24135_B0_start2063,7,chr4,155.599544973
1696,"NODE_2821_length_23177_cov_2.79001_B0_start20571,20571",7,chr4,155.599544973
1697,NODE_7395_length_8650_cov_1.67233_B0_start751,7,chr4,155.599544973
1698,NODE_9137_length_6068_cov_2.6143_B0_start2329,7,chr4,155.599544973
1699,"NODE_1364_length_36854_cov_2.65912_B0_start28967,28968,33632,33632",7,chr4,157.085068167
1700,"NODE_1762_length_31513_cov_2.58643_B1_start22352,22352,22439",7,chr4,163.161093459
1701,NODE_1762_length_31513_cov_2.58643_B0_start8006,7,chr4,164.141517028
1702,NODE_3092_length_21810_cov_2.59944___2495,7,chr4,164.141517028
1703,"NODE_3595_length_19515_cov_2.87598_B0_start14675,14675,14675,17552,18157",7,chr4,163.161093459
1704,NODE_6684_length_9980_cov_2.64168_B0_start6744,7,chr4,163.161093459
1705,"NODE_1333_length_37234_cov_2.20911_B0_start28146,28206",7,chr4,165.141550364
1706,"NODE_1643_length_32813_cov_2.83888_B0_start17967,18022",7,chr4,165.141550364
1707,"NODE_7631_length_8205_cov_2.67421_B0_start2631,2631,2679",7,chr4,167.225185184
1708,"NODE_1570_length_33775_cov_2.62325_B0_start22855,29956,29958",7,chr4,169.205642089
1709,"NODE_1278_length_37881_cov_2.64442_B0_start7425,11154,11154,11155,11155",7,chr4,172.14766709
1710,NODE_11475_length_3676_cov_2.52744___2452,7,chr4,172.14766709
1711,"NODE_1109_length_40508_cov_2.63858_B0_start16815,32277",7,chr4,176.190271921
1712,NODE_244_length_75810_cov_2.78751_B0_start14302,7,chr4,180.152740504
1713,NODE_726_length_48414_cov_2.32354_B0_start15712,7,chr4,180.152740504
1714,"NODE_854_length_45269_cov_2.80317_B0_start11434,17650,17650,18029,18029,21060,21336",7,chr4,180.152740504
1715,NODE_1789_length_31258_cov_2.84419_B0_start29800,7,chr4,180.152740504
1716,"NODE_4583_length_15670_cov_2.71062_B0_start1165,1455",7,chr4,180.152740504
1717,"NODE_14921_length_1918_cov_2.97994_B0_start1219,1219,1219",7,chr4,180.152740504
1718,NODE_8882_length_6370_cov_2.03746_B0_start3516,7,chr4,184.918249494
1719,NODE_5083_length_13825_cov_3.04773_B0_start8844,7,chr4,188.330448543
1720,NODE_1280_length_37845_cov_2.49518___11637,7,chr4,188.960854325
1721,NODE_1280_length_37845_cov_2.49518___32738,7,chr4,188.960854325
1722,"NODE_1626_length_32998_cov_2.56462_B0_start14371,14621",7,chr4,188.960854325
1723,NODE_6490_length_10380_cov_2.74447_B0_start650,7,chr4,188.960854325
1724,NODE_940_length_43549_cov_2.6594_B0_start10478,7,chr4,192.471067259
1725,"NODE_940_length_43549_cov_2.6594_B1_start31475,31475",7,chr4,195.442238283
1726,"NODE_693_length_49149_cov_2.69613_B1_start36325,36325,36326,36326,39339,39339",7,chr4,197.384229949
1727,NODE_693_length_49149_cov_2.69613_B0_start1309,7,chr4,198.318836599
1728,"NODE_252_length_74851_cov_2.81533_B0_start16460,35278",7,chr4,198.318836599
1729,NODE_3064_length_21936_cov_2.81837___4921,7,chr4,198.318836599
1730,NODE_3064_length_21936_cov_2.81837___7042,7,chr4,198.318836599
1731,NODE_3064_length_21936_cov_2.81837___7052,7,chr4,198.318836599
1732,"NODE_1081_length_41188_cov_2.5334_B0_start32959,37568",7,chr4,199.271246348
1733,"NODE_147_length_86247_cov_2.90335_B1_start37994,37994,47859,48033,51734,51734,57437,57469,64620,64841,81304,81316",7,chr4,201.123309932
1734,NODE_1842_length_30725_cov_2.67159___18949,7,chr4,201.123309932
1736,NODE_1842_length_30725_cov_2.67159___18985,7,chr4,201.123309932
1738,NODE_1842_length_30725_cov_2.67159___20344,7,chr4,201.123309932
1739,"NODE_3416_length_20230_cov_2.90043_B0_start18659,18659",7,chr4,201.123309932
1740,"NODE_278_length_72733_cov_2.88833_B1_start25850,25852",7,chr4,202.032425886
1741,"NODE_278_length_72733_cov_2.88833_B2_start26980,27038,27038",7,chr4,202.032425886
1742,"NODE_418_length_62559_cov_2.86532_B0_start15266,15266,36089,36090,49609",7,chr4,202.032425886
1743,NODE_1473_length_35182_cov_2.51197___16325,7,chr4,202.032425886
1744,NODE_2707_length_23798_cov_2.95561_B0_start9081,7,chr4,202.032425886
1745,NODE_4058_length_17676_cov_2.77428_B0_start12859,7,chr4,202.032425886
1746,NODE_4099_length_17540_cov_2.7383_B0_start2376,7,chr4,202.032425886
1747,NODE_5582_length_12436_cov_2.44213_B0_start12252,7,chr4,202.032425886
1748,NODE_10999_length_4082_cov_3.09851_B0_start885,7,chr4,202.032425886
1749,NODE_367_length_65580_cov_2.76247_B1_start28239,7,chr4,203.993461543
1750,"NODE_349_length_66857_cov_2.79995_B0_start18070,18070,24527,37535,37603",7,chr4,205.954497201
1751,NODE_257_length_74410_cov_2.68194_B0_start16134,7,chr4,208.268005293
1752,"NODE_257_length_74410_cov_2.68194_B1_start36794,36794,36794,42139,42139,42201,64040",7,chr4,208.985728292
1753,NODE_862_length_45075_cov_2.90623_B0_start22310,7,chr4,208.985728292
1754,NODE_1254_length_38281_cov_2.93658___32641,7,chr4,208.985728292
1755,"NODE_9339_length_5803_cov_2.77746_B0_start3130,3130",7,chr4,208.985728292
1756,"NODE_4658_length_15377_cov_2.72368_B0_start14865,15071",7,chr4,210.272351497
1757,"NODE_1735_length_31778_cov_2.66542_B0_start2897,2905",7,chr4,210.288147571
1758,NODE_149_length_85596_cov_2.90486_B1_start43448,7,chr4,211.026828018
1759,"NODE_149_length_85596_cov_2.90486_B2_start63126,63127",7,chr4,211.026828018
1760,"NODE_149_length_85596_cov_2.90486_B3_start67529,67529",7,chr4,211.026828018
1761,NODE_149_length_85596_cov_2.90486_B4_start72993,7,chr4,211.026828018
1762,"NODE_149_length_85596_cov_2.90486_B0_start39454,39946,40034",7,chr4,212.068532363
1763,"NODE_187_length_80730_cov_2.88242_B0_start8103,17109,17109,37148,37167,79696",7,chr4,211.026828018
1764,"NODE_326_length_68749_cov_2.49411_B1_start20053,20099,20099",7,chr4,211.026828018
1765,"NODE_667_length_50165_cov_2.86511_B0_start4159,6778,6778,6894",7,chr4,211.026828018
1766,"NODE_893_length_44518_cov_2.7038_B0_start6678,6678",7,chr4,211.026828018
1767,"NODE_1569_length_33776_cov_3.01798_B0_start26513,26513,28812,28812",7,chr4,211.026828018
1768,NODE_2516_length_25107_cov_2.98491___12682,7,chr4,211.026828018
1769,NODE_4080_length_17599_cov_2.80138___2765,7,chr4,212.068532363
1770,NODE_4080_length_17599_cov_2.80138___11857,7,chr4,211.026828018
1772,NODE_4080_length_17599_cov_2.80138___13929,7,chr4,212.068532363
1774,NODE_4080_length_17599_cov_2.80138___14833,7,chr4,212.068532363
1775,NODE_4080_length_17599_cov_2.80138___14909,7,chr4,212.068532363
1776,NODE_1733_length_31803_cov_2.34965___31351,7,chr4,215.45966218
1777,NODE_3173_length_21428_cov_2.51096___10902,7,chr4,215.45966218
1778,NODE_3173_length_21428_cov_2.51096___15849,7,chr4,215.45966218
1780,NODE_5665_length_12257_cov_2.31408_B0_start9751,7,chr4,215.45966218
1781,"NODE_6656_length_10050_cov_3.11313_B0_start1248,1248",7,chr4,215.45966218
1782,NODE_7179_length_9032_cov_2.78651___7338,7,chr4,215.45966218
1783,NODE_7179_length_9032_cov_2.78651___7386,7,chr4,215.45966218
1785,"NODE_1284_length_37792_cov_2.55483_B0_start12487,12487,14309",7,chr4,215.991569602
1786,"NODE_2098_length_28441_cov_1.81828_B0_start7517,18205,18205",7,chr4,215.991569602
1787,NODE_5018_length_14061_cov_2.65225_B0_start9070,7,chr4,217.183970984
1788,NODE_5745_length_12037_cov_2.60786___3276,7,chr4,217.183970984
1789,"NODE_135_length_88293_cov_2.42766_B1_start47913,47913",7,chr4,220.066237862
1790,"NODE_135_length_88293_cov_2.42766_B0_start32195,32195",7,chr4,220.889369591
1791,NODE_9709_length_5379_cov_2.05099_B0_start4156,7,chr4,220.089268768
1792,NODE_2301_length_26773_cov_2.22826___9377,7,chr4,220.889369591
1793,NODE_2301_length_26773_cov_2.22826___9383,7,chr4,220.889369591
1794,NODE_2301_length_26773_cov_2.22826___9394,7,chr4,220.889369591
1795,NODE_2301_length_26773_cov_2.22826___9405,7,chr4,220.889369591
1796,NODE_2552_length_24777_cov_2.57731___11828,7,chr4,220.889369591
1798,"NODE_343_length_67353_cov_2.59656_B3_start57282,64600,64600",7,chr4,221.909813173
1799,"NODE_1729_length_31841_cov_2.36629_B0_start11823,20165",7,chr4,224.08406877
1800,NODE_5876_length_11743_cov_2.49518___3589,7,chr4,224.08406877
1801,NODE_5876_length_11743_cov_2.49518___3591,7,chr4,224.08406877
1802,NODE_5876_length_11743_cov_2.49518___3794,7,chr4,224.08406877
1803,"NODE_2107_length_28364_cov_2.84112_B0_start18396,18396,18396,25492,25492",7,chr4,224.673243888
1804,"NODE_3826_length_18582_cov_2.65648_B0_start8645,8645",7,chr4,225.417481124
1805,"NODE_7528_length_8402_cov_2.68849_B0_start2776,2816",7,chr4,225.417481124
1806,NODE_618_length_52226_cov_2.48056_B0_start48631,7,chr4,226.73334654
1807,"NODE_8172_length_7319_cov_2.75417_B0_start6148,6148",7,chr4,226.73334654
1808,"NODE_224_length_77451_cov_2.94241_B0_start33569,33570,39800,39800,40565",7,chr4,228.955934668
1809,"NODE_335_length_68235_cov_2.88553_B0_start9341,12704",7,chr4,228.955934668
1810,"NODE_335_length_68235_cov_2.88553_B1_start26716,26855,26899",7,chr4,229.42988252
1811,"NODE_335_length_68235_cov_2.88553_B2_start53262,61209,61233,67156",7,chr4,229.926838961
1812,"NODE_351_length_66637_cov_2.81018_B0_start56087,57814,64150,64150",7,chr4,228.955934668
1813,NODE_1561_length_33906_cov_2.56144_B1_start20837,7,chr4,229.926838961
1814,NODE_2056_length_28867_cov_2.5715_B0_start23858,7,chr4,232.898009985
1815,NODE_3389_length_20436_cov_2.1088___11647,7,chr4,232.898009985
1816,NODE_3389_length_20436_cov_2.1088___11663,7,chr4,232.898009985
1817,NODE_4927_length_14391_cov_1.92459___9648,7,chr4,232.898009985
1818,NODE_7730_length_8012_cov_1.81012___4551,7,chr4,232.898009985
1819,NODE_7730_length_8012_cov_1.81012___4610,7,chr4,232.898009985
1820,NODE_7730_length_8012_cov_1.81012___4683,7,chr4,232.898009985
1822,"NODE_258_length_74368_cov_2.07816_B0_start35845,35845",7,chr4,240.127071425
1823,"NODE_1215_length_38960_cov_2.48003_B0_start24921,24921,24936,24936",7,chr4,243.700019624
1824,NODE_2887_length_22814_cov_2.61734_B0_start6037,7,chr4,243.700019624
1825,NODE_3376_length_20494_cov_2.40921_B0_start18310,7,chr4,243.700019624
1826,NODE_14192_length_2146_cov_1.55957_B0_start1687,7,chr4,243.700019624
1827,"NODE_2023_length_29078_cov_2.78007_B0_start13104,13242",7,chr4,244.876544495
1828,NODE_11111_length_3984_cov_2.74799_B0_start3279,7,chr4,244.876544495
1829,"NODE_873_length_44861_cov_2.82995_B0_start12056,22345,22345",7,chr4,245.413113763
1830,"NODE_288_length_71415_cov_2.65484_B0_start35567,43698,43698,51599,51599,53023,53023",7,chr4,247.074700666
1831,"NODE_2298_length_26789_cov_2.73884_B0_start13912,14522,14916",7,chr4,247.074700666
1832,NODE_5107_length_13763_cov_2.46217_B0_start4892,7,chr4,247.074700666
1833,"NODE_6301_length_10749_cov_2.5655_B0_start6040,6040",7,chr4,247.074700666
1834,"NODE_272_length_73264_cov_2.7899_B1_start29394,29536,29555",7,chr4,248.105665026
1835,"NODE_272_length_73264_cov_2.7899_B0_start7113,7134,11216,11597,18840,18840,19601,22540,22650,22650",7,chr4,249.058074775
1836,"NODE_2728_length_23702_cov_2.90619_B0_start9461,9570",7,chr4,250.981388816
1837,"NODE_4742_length_15056_cov_2.27181_B0_start75,3009",7,chr4,252.961845721
1838,NODE_7130_length_9120_cov_2.4008_B0_start7910,7,chr4,253.627816897
1839,"NODE_1316_length_37417_cov_2.41873_B0_start20362,20456,35074,36099",7,chr4,254.84886212
1840,"NODE_1381_length_36520_cov_2.70338_B0_start4546,4546",7,chr4,254.84886212
1841,NODE_3631_length_19341_cov_2.29145_B0_start2379,7,chr4,254.84886212
1842,NODE_3631_length_19341_cov_2.29145_B1_start4463,7,chr4,255.635098361
1843,NODE_3631_length_19341_cov_2.29145_B2_start9168,7,chr4,256.237840325
1844,"NODE_10510_length_4552_cov_2.47031_B0_start2719,2719",7,chr4,254.84886212
1845,NODE_3522_length_19813_cov_2.52392_B0_start2775,7,chr4,258.738361354
1846,NODE_774_length_47349_cov_2.55241_B0_start30454,7,chr4,265.326825236
1847,"NODE_545_length_55387_cov_2.79492_B0_start37324,37460,38040,38081,41180",7,chr4,267.327091966
1848,NODE_545_length_55387_cov_2.79492_B1_start46051,7,chr4,268.126180623
1849,"NODE_1359_length_36988_cov_2.89741_B0_start10385,10395,10597,10597",7,chr4,267.327091966
1850,NODE_5496_length_12663_cov_2.60478_B0_start3672,7,chr4,267.327091966
1851,"NODE_5108_length_13763_cov_2.611_B0_start4319,4319,4324,4324,4413,4413,4537,13121,13136",7,chr4,267.948244908
1852,NODE_11013_length_4069_cov_2.54283_B0_start1779,7,chr4,267.964071894
1853,"NODE_6508_length_10331_cov_2.55839_B0_start1952,1952,2035,2035",7,chr4,267.97229176
1854,"NODE_6255_length_10841_cov_2.52874_B0_start9967,9967",7,chr4,269.081657957
1855,"NODE_395_length_63828_cov_2.77912_B0_start5408,5408",7,chr4,270.836223947
1856,NODE_2730_length_23706_cov_2.21933___23136,7,chr4,270.836223947
1857,NODE_2730_length_23706_cov_2.21933___23566,7,chr4,270.836223947
1858,NODE_2730_length_23706_cov_2.21933___23584,7,chr4,270.836223947
1859,NODE_8201_length_7283_cov_2.24804_B0_start1102,7,chr4,274.948128859
1860,"NODE_2274_length_27011_cov_2.62054_B0_start16508,16508,16547,24027,24027,25701",7,chr4,277.651489923
1861,"NODE_1790_length_31226_cov_2.48658_B0_start17330,17330",7,chr4,278.603899671
1862,"NODE_2567_length_24614_cov_2.63329_B1_start21565,21565,21591",7,chr4,278.603899671
1863,NODE_8949_length_6290_cov_3.03016___3788,7,chr4,278.603899671
1864,"NODE_2989_length_22269_cov_2.46695_B0_start15013,15018,15341",7,chr4,279.603933007
1865,"NODE_10779_length_4282_cov_1.72037_B0_start1583,1901",7,chr4,288.417895124
1866,NODE_526_length_56220_cov_2.66699_B0_start24599,7,chr4,291.389066147
1867,NODE_526_length_56220_cov_2.66699_B1_start49888,7,chr4,292.452936069
1868,"NODE_1818_length_30897_cov_2.29782_B0_start15409,15698",7,chr4,292.452936069
1869,NODE_1818_length_30897_cov_2.29782_B1_start27165,7,chr4,292.452936069
1870,NODE_3437_length_20147_cov_2.45096_B0_start5506,7,chr4,292.452936069
1871,NODE_1198_length_39161_cov_2.36009_B0_start11894,7,chr4,293.822884779
1872,"NODE_1234_length_38608_cov_2.62897_B0_start34410,34443,34443",7,chr4,293.822884779
1873,NODE_2828_length_23143_cov_2.35269_B0_start9512,7,chr4,293.822884779
1874,"NODE_6102_length_11186_cov_2.50881_B0_start2486,2770",7,chr4,293.822884779
1875,NODE_3551_length_19664_cov_2.31135_B0_start11933,8,chr5,-0.970904292855
1876,NODE_411_length_62880_cov_2.60427_B2_start59643,8,chr5,-0.961568096394
1877,"NODE_411_length_62880_cov_2.60427_B1_start29630,29630,29746,29746,29901,29901",8,chr5,0.0
1878,"NODE_305_length_70393_cov_2.78264_B0_start6485,6524,15554,41607",8,chr5,0
1879,NODE_1125_length_40238_cov_2.41167_B0_start32754,8,chr5,0
1880,"NODE_3435_length_20151_cov_2.82694_B0_start6552,6552,8685,14181",8,chr5,0.0
1881,"NODE_760_length_47618_cov_2.74766_B0_start33151,33151,37921,37928,41989,42119,42119,42201",8,chr5,2.50052102873
1882,NODE_1791_length_31225_cov_2.99749_B1_start25662,8,chr5,2.50052102873
1883,NODE_1791_length_31225_cov_2.99749_B0_start11514,8,chr5,3.42647341709
1884,NODE_4139_length_17371_cov_2.28316___3838,8,chr5,2.50052102873
1885,NODE_4139_length_17371_cov_2.28316___5543,8,chr5,2.50052102873
1886,"NODE_2319_length_26610_cov_2.80489_B0_start6538,6538",8,chr5,3.42647341709
1887,"NODE_4789_length_14867_cov_2.36198_B0_start3340,3340",8,chr5,3.42647341709
1888,NODE_2286_length_26901_cov_2.51367_B0_start17582,8,chr5,5.55445413803
1889,NODE_4304_length_16705_cov_2.27391___15033,8,chr5,5.55445413803
1890,"NODE_1006_length_42249_cov_2.42499_B0_start14393,14393",8,chr5,6.60712459793
1891,NODE_3925_length_18209_cov_2.41253___13969,8,chr5,6.60712459793
1892,NODE_2541_length_24872_cov_2.4584_B1_start24730,8,chr5,7.56869269432
1893,"NODE_7004_length_9335_cov_2.78571_B0_start1210,1210",8,chr5,7.56869269432
1894,NODE_3541_length_19699_cov_2.53264___13779,8,chr5,10.5107176955
1895,NODE_3598_length_19504_cov_2.43728_B0_start15245,8,chr5,10.5107176955
1896,NODE_1319_length_37396_cov_2.60674_B1_start16697,8,chr5,13.481888719
1897,"NODE_1386_length_36417_cov_2.54643_B0_start3286,3348",8,chr5,14.4527930119
1898,"NODE_4868_length_14602_cov_2.70613_B0_start8251,8251,9419,13541,13938",8,chr5,15.2206538927
1899,NODE_624_length_51887_cov_2.55027_B0_start15403,8,chr5,18.950204845
1900,"NODE_624_length_51887_cov_2.55027_B1_start32170,32170",8,chr5,20.3608686978
1901,"NODE_655_length_50655_cov_2.64648_B0_start4378,23489,23489,23505,25516,35260,35260,35260",8,chr5,18.950204845
1902,"NODE_1552_length_34075_cov_2.78788_B0_start2001,2001",8,chr5,18.950204845
1903,"NODE_1738_length_31761_cov_2.27799_B0_start1349,22586",8,chr5,18.950204845
1904,NODE_2599_length_24430_cov_2.52203___8252,8,chr5,18.950204845
1905,NODE_3341_length_20650_cov_2.78141___2094,8,chr5,18.950204845
1906,"NODE_5509_length_12640_cov_2.55732_B0_start5551,5551",8,chr5,18.950204845
1907,NODE_7011_length_9325_cov_2.7494_B0_start1671,8,chr5,18.950204845
1909,NODE_624_length_51887_cov_2.55027_B2_start49957,8,chr5,22.2847735699
1910,NODE_4587_length_15657_cov_2.81073_B0_start1753,8,chr5,27.1429609926
1911,NODE_5844_length_11811_cov_2.65144_B0_start10752,8,chr5,30.0008816846
1912,NODE_10129_length_4925_cov_1.84548___2639,8,chr5,30.0008816846
1914,NODE_1309_length_37462_cov_2.47939_B0_start24558,8,chr5,30.9532914332
1915,NODE_4179_length_17178_cov_2.33339___13928,8,chr5,30.9532914332
1917,"NODE_3300_length_20827_cov_2.65601_B0_start1274,1459",8,chr5,34.4464347571
1918,NODE_246_length_75754_cov_2.6621_B1_start35854,8,chr5,35.166308614
1919,NODE_3408_length_20283_cov_2.65243___19802,8,chr5,35.166308614
1920,"NODE_3877_length_18409_cov_2.43744_B0_start15517,15927",8,chr5,35.166308614
1921,NODE_246_length_75754_cov_2.6621_B0_start9028,8,chr5,38.4283347075
1922,"NODE_646_length_51070_cov_2.65446_B0_start7558,7558",8,chr5,38.4283347075
1923,"NODE_646_length_51070_cov_2.65446_B1_start26849,26849,41278,41278",8,chr5,39.4384700733
1924,NODE_1091_length_40979_cov_2.55221_B0_start33589,8,chr5,38.4283347075
1925,NODE_4940_length_14337_cov_2.09856___6964,8,chr5,38.4283347075
1926,NODE_4989_length_14153_cov_2.83086_B0_start487,8,chr5,38.4283347075
1927,NODE_9981_length_5093_cov_1.46982___4896,8,chr5,38.4283347075
1928,NODE_9981_length_5093_cov_1.46982___4951,8,chr5,38.4283347075
1929,"NODE_7668_length_8146_cov_3.10757_B0_start6219,6236,6490",8,chr5,40.03445955
1930,"NODE_7558_length_8357_cov_2.85074_B0_start4466,5477,5477",8,chr5,40.0445627496
1931,NODE_1011_length_42164_cov_2.83498_B0_start5481,8,chr5,41.1052910867
1932,"NODE_4557_length_15782_cov_2.73932_B0_start7130,7130",8,chr5,42.7721121001
1933,"NODE_1612_length_33248_cov_2.79547_B0_start28515,28529",8,chr5,43.7622434649
1934,"NODE_6306_length_10739_cov_2.47297_B0_start6280,7068",8,chr5,43.7622434649
1935,"NODE_10318_length_4730_cov_2.28153_B0_start4262,4262",8,chr5,43.7622434649
1936,NODE_1242_length_38474_cov_2.38721_B0_start2656,8,chr5,46.888261314
1937,"NODE_4634_length_15457_cov_2.47894_B0_start12053,12053",8,chr5,46.888261314
1938,"NODE_6701_length_9942_cov_2.1436_B0_start4163,4216,4216",8,chr5,46.888261314
1939,"NODE_245_length_75807_cov_2.81779_B1_start62696,68208",8,chr5,47.8498294104
1940,"NODE_245_length_75807_cov_2.81779_B0_start52081,52081,52100,52100",8,chr5,48.8498627457
1941,"NODE_505_length_57712_cov_2.67864_B0_start4445,4445,14884,26847,26847,26908,26908",8,chr5,47.8498294104
1942,"NODE_7405_length_8638_cov_2.69794_B0_start6385,6451",8,chr5,47.8498294104
1943,NODE_878_length_44794_cov_2.6228_B0_start16492,8,chr5,51.3820493866
1944,NODE_4098_length_17541_cov_2.57664_B0_start12331,8,chr5,52.3736978423
1945,"NODE_37_length_129041_cov_2.62879_B0_start18732,35348",8,chr5,52.3795344085
1946,"NODE_511_length_57140_cov_2.77903_B1_start44015,44115,56054",8,chr5,53.9142360276
1947,"NODE_511_length_57140_cov_2.77903_B0_start18783,18783,28462,28462",8,chr5,54.875804124
1948,"NODE_1523_length_34438_cov_2.63095_B0_start6839,6839",8,chr5,55.8659354888
1949,NODE_12361_length_3053_cov_2.61706___1204,8,chr5,55.8659354888
1950,"NODE_752_length_47715_cov_2.61968_B0_start14868,18216,20324,20328,20344,20370",8,chr5,58.8371065123
1951,NODE_752_length_47715_cov_2.61968_B1_start27966,8,chr5,59.7895162609
1952,NODE_318_length_69526_cov_2.75472_B0_start20919,8,chr5,59.7895162609
1953,"NODE_464_length_59980_cov_2.79459_B0_start17729,17729,17831,17855,26034,26034,38771,38771,43112,43137",8,chr5,59.7895162609
1954,"NODE_2055_length_28875_cov_2.96153_B0_start1149,10767",8,chr5,59.7895162609
1955,"NODE_2055_length_28875_cov_2.96153_B1_start15243,15271",8,chr5,59.7895162609
1956,NODE_3197_length_21302_cov_2.55385_B0_start20354,8,chr5,59.7895162609
1957,"NODE_4517_length_15906_cov_2.26858_B0_start8402,8402,10207",8,chr5,59.7895162609
1958,NODE_4992_length_14147_cov_2.32851_B0_start6729,8,chr5,59.7895162609
1959,NODE_5733_length_12075_cov_2.89625___4982,8,chr5,59.7895162609
1960,"NODE_7623_length_8223_cov_2.65827_B0_start1175,1217,1465",8,chr5,59.7895162609
1961,"NODE_9877_length_5206_cov_2.42868_B0_start1289,1289,1341",8,chr5,59.7895162609
1962,NODE_3704_length_19057_cov_2.50887___4041,8,chr5,62.6474369529
1963,NODE_3916_length_18273_cov_2.63802___1596,8,chr5,62.6474369529
1964,"NODE_8018_length_7547_cov_3.15329_B0_start2655,2655,2977,2983,6863,6863",8,chr5,62.6474369529
1965,NODE_10557_length_4501_cov_2.72887_B0_start3176,8,chr5,62.6474369529
1966,NODE_3610_length_19434_cov_2.89845_B0_start8564,8,chr5,63.5908611681
1967,NODE_445_length_61116_cov_2.48866_B2_start45814,8,chr5,64.5617654609
1968,NODE_445_length_61116_cov_2.48866_B1_start27729,8,chr5,65.5141752095
1969,"NODE_10387_length_4666_cov_2.58199_B0_start2922,3991",8,chr5,65.5141752095
1970,"NODE_41_length_124257_cov_2.64139_B0_start10443,13729",8,chr5,67.4191675211
1971,"NODE_41_length_124257_cov_2.64139_B1_start57360,57481,57549,59854,60167",8,chr5,68.4092988859
1972,NODE_554_length_55090_cov_2.61335___9950,8,chr5,67.4191675211
1974,NODE_554_length_55090_cov_2.61335___10019,8,chr5,67.4191675211
1975,"NODE_236_length_76569_cov_2.69768_B0_start14427,14427,26518,29461,29486,29486",8,chr5,68.4092988859
1976,NODE_7296_length_8806_cov_2.40574___8374,8,chr5,68.4092988859
1977,NODE_1674_length_32473_cov_2.56408___9848,8,chr5,69.3897224553
1978,NODE_4325_length_16575_cov_2.3788_B0_start3643,8,chr5,69.3897224553
1979,"NODE_7955_length_7651_cov_2.5259_B0_start234,935",8,chr5,69.3897224553
1980,"NODE_8120_length_7400_cov_2.491_B0_start1763,1763",8,chr5,72.3317474565
1981,"NODE_819_length_46053_cov_3.01071_B0_start35080,35166,37357",8,chr5,74.2927831141
1982,NODE_2671_length_24027_cov_2.90177_B1_start14402,8,chr5,75.3566530365
1983,NODE_915_length_44068_cov_2.88991___42993,8,chr5,78.6186791299
1984,"NODE_2671_length_24027_cov_2.90177_B0_start5118,5128",8,chr5,78.6186791299
1985,NODE_4181_length_17169_cov_2.84166_B0_start3936,8,chr5,78.6186791299
1986,NODE_11078_length_4009_cov_2.57385_B0_start502,8,chr5,78.6186791299
1987,NODE_5258_length_13357_cov_2.71301_B0_start9981,8,chr5,80.6391560468
1988,"NODE_1356_length_36994_cov_2.9038_B0_start24404,24404",8,chr5,82.7227908668
1989,NODE_4388_length_16369_cov_3.08396___712,8,chr5,82.7227908668
1990,NODE_4388_length_16369_cov_3.08396___973,8,chr5,82.7227908668
1991,NODE_4388_length_16369_cov_3.08396___1038,8,chr5,82.7227908668
1992,NODE_4388_length_16369_cov_3.08396___13272,8,chr5,82.7227908668
1993,"NODE_1552_length_34075_cov_2.78788_B1_start28479,28479,33554,33554,33666",8,chr5,83.6936951597
1994,"NODE_5020_length_14057_cov_3.0432_B0_start10550,10550",8,chr5,83.6936951597
1995,"NODE_1136_length_40103_cov_2.78413_B0_start7068,8432,10535,13557,30907,30907",8,chr5,84.619647548
1996,"NODE_6010_length_11412_cov_2.7665_B0_start1899,9900",8,chr5,86.7705168022
1997,"NODE_1041_length_41730_cov_2.68227_B0_start31897,31906",8,chr5,88.8984975232
1998,NODE_2597_length_24434_cov_2.77257_B0_start10521,8,chr5,90.8595331808
1999,"NODE_2340_length_26461_cov_2.30708_B0_start554,584,828",8,chr5,91.8496645456
2000,NODE_2909_length_22696_cov_2.64741___8348,8,chr5,91.8496645456
2001,NODE_2909_length_22696_cov_2.64741___8374,8,chr5,91.8496645456
2003,"NODE_10504_length_4556_cov_2.06767_B0_start2433,2537",8,chr5,93.7366809448
2004,NODE_512_length_57139_cov_2.72173_B0_start5463,8,chr5,95.6599949862
2005,NODE_512_length_57139_cov_2.72173_B1_start13022,8,chr5,95.6599949862
2006,NODE_2157_length_27989_cov_2.52989___299,8,chr5,95.6599949862
2007,NODE_2157_length_27989_cov_2.52989___512,8,chr5,95.6599949862
2008,NODE_2157_length_27989_cov_2.52989___13840,8,chr5,95.6599949862
2009,NODE_2369_length_26224_cov_2.47132_B0_start6599,8,chr5,95.6599949862
2010,"NODE_2522_length_25067_cov_2.4664_B0_start5871,5941,8314,8831",8,chr5,95.6599949862
2011,"NODE_3153_length_21528_cov_2.51184_B0_start3225,7407",8,chr5,95.6599949862
2012,NODE_4402_length_16301_cov_2.60329_B0_start12354,8,chr5,95.6599949862
2013,NODE_5937_length_11569_cov_2.63551_B0_start1801,8,chr5,95.6599949862
2014,NODE_200_length_79119_cov_3.09013_B0_start2727,8,chr5,97.5470113853
2015,NODE_200_length_79119_cov_3.09013_B1_start19818,8,chr5,98.7235362558
2016,NODE_12887_length_2761_cov_2.80364_B0_start1201,8,chr5,97.5470113853
2017,"NODE_298_length_70908_cov_2.59289_B0_start25832,25980,29753,29758",8,chr5,99.6496042983
2018,NODE_404_length_63230_cov_2.33101_B0_start11364,8,chr5,101.224057285
